SINGLE/CLUMP,Photos date,IPAM date,microPAM Date,Species,Crosstype,Lifestage,Year,Timepoint,Temp2,Temp,Treatment,Tank,Cassette,Plate.Slide,Well,Mom,Dad,Family,Genetic,Recruit,Survival T6,F microPAM,Fm' microPAM,YII_micro,F (IPAM),Fm' (IPAM),Y(II) (IPAM),IndID,Cone,popcross
S,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,11,655,2759,A,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,2,1,,,,0.3652,0.624,0.415,11.655.2759.2,C9,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,655,1668,C,Switzer2,Davies1,Switzer2xDavies1,T.F26,6,1,,,,0.2975,0.4789,0.379,11.655.1668.6,C96,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,643,2944,B,Davies6,Davies1,Davies6xDavies1,T.F13,1,1,,,,0.276,0.4877,0.434,11.643.2944.1,C75,DAVxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,643,1964,B,Jewell8,Palms5,Jewell8xPalms5,T.F53,2,1,,,,0.2064,0.3784,0.455,11.643.1964.2,C29,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,643,1965,A,Palms4,Palms2,Palms4xPalms2,T.F33,1,1,,,,0.2436,0.4152,0.413,11.643.1965.1,C94,PALxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,643,2778,D,Davies1,Davies8,Davies1xDavies8,T.F16,5*,1,,,,0.2299,0.3922,0.414,11.643.2778.5*,C82,DAVxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,643,2819,B,Jewell2,Palms1,Jewell2xPalms1,T.F39,2,1,,,,0.2319,0.4284,0.459,11.643.2819.2,C30,JEWxPAL
S,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,11,649,2874,B,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,1,1,,,,0.2431,0.4627,0.475,11.649.2874.1,C7,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,649,2910,D,Jewell8,Jewell3,Jewell8xJewell3,T.F68,2,1,,,,0.298,0.5245,0.432,11.649.2910.2,C100,JEWxJEW
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,649,1932,C,Jewell8,Palms4,Jewell8xPalms4,T.F47,2,1,,,,0.25,0.4431,0.436,11.649.1932.2,C59,JEWxPAL
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,11,649,2302,D,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,1,1,,,,0.2564,0.4245,0.396,11.649.2302.1,C1,JEWxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,11,649,1478,A,Davies13,Davies1,Davies13xDavies1,T.F66,1,1,,,,0.2623,0.474,0.447,11.649.1478.1,C102,DAVxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,474,2854,A,Davies1,Davies8,Davies1xDavies8,T.F16,1,1,,,,0.2309,0.3642,0.366,12.474.2854.1,C82,DAVxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,474,2335,B,Parke4,Parke2,Parke4xParke2,T.F5,2,1,,,,0.3368,0.5064,0.335,12.474.2335.2,C76,PARxPAR
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,474,2816,D,Jewell2,Palms1,Jewell2xPalms1,T.F39,3,1,,,,0.2025,0.3108,0.349,12.474.2816.3,C30,JEWxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,474,2337,C,Jewell8,Davies13,Jewell8xDavies13,T.F65,6,1,,,,0.2373,0.3422,0.307,12.474.2337.6,C62,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,474,1520,A,Palms2,Palms5,Palms2xPalms5,T.F35,1,1,,,,0.2211,0.3505,0.369,12.474.1520.1,C86,PALxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,304,1656,A,Jewell5,Palms4,Jewell5xPalms4,T.F45,1,1,,,,0.2186,0.3627,0.397,12.304.1656.1,C34,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,304,2922,C,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,5,1,,,,0.3083,0.5044,0.389,12.304.2922.5,C69,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,304,2980,A,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,1,1,,,,0.376,0.5985,0.372,12.304.2980.1,C93,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,304,2708,A,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,1,1,,,,0.2735,0.4588,0.404,12.304.2708.1,C80,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,304,1648,C,Switzer2,Davies1,Switzer2xDavies1,T.F26,3,1,,,,0.2348,0.4275,0.451,12.304.1648.3,C96,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,407,1235,A,Parke2,Parke5,Parke2xParke5,T.F8,3,1,,,,0.3623,0.5559,0.348,12.407.1235.3,C90,PARxPAR
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,407,2741,C,Switzer4,Davies8,Switzer4xDavies8,T.F31,9,1,,,,0.3074,0.4926,0.376,12.407.2741.9,C72,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,407,1297,D,Parke4,Davies1,Parke4xDavies1,T.F21,1,1,,,,0.2711,0.4333,0.374,12.407.1297.1,C66,PARxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,12,407,1244,B,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,2,1,,,,0.2167,0.3495,0.38,12.407.1244.2,C9,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,456,1901,C,Jewell6,Palms1,Jewell6xPalms1,T.F38,1,1,,,,0.3559,0.55,0.353,12.456.1901.1,C31,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,456,1983,C,Palms4,Palms2,Palms4xPalms2,T.F33,2,1,,,,0.2642,0.4083,0.353,12.456.1983.2,C94,PALxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,456,2899,C,Jewell8,Jewell3,Jewell8xJewell3,T.F68,2,1,,,,0.2642,0.4078,0.352,12.456.2899.2,C100,JEWxJEW
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,456,1945,C,Palms5,Palms4,Palms5xPalms4,T.F34,1,1,,,,0.2363,0.3946,0.401,12.456.1945.1,C79,PALxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,456,1512,A,Jewell3,Davies1,Jewell3xDavies1,T.F58,1,1,,,,0.2765,0.4657,0.406,12.456.1512.1,C101,JEWxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,12,383,2304,A,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,1,1,,,,0.1897,0.3108,0.39,12.383.2304.1,C1,JEWxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,12,383,2937,B,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,3,1,,,,0.2157,0.3539,0.391,12.383.2937.3,C13,PALxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,12,383,1250,B,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,6,1,,,,0.3152,0.4529,0.304,12.383.1250.6,C7,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,383,2947,B,Jewell8,Davies6,Jewell8xDavies6,T.F18,4,1,,,,0.3005,0.525,0.428,12.383.2947.4,C87,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,383,2331,B,Switzer6,Davies1,Switzer6xDavies1,T.F29,4,1,,,,0.249,0.4402,0.434,12.383.2331.4,C68,SWIxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,391,2981,C,Davies8,Davies10,Davies8xDavies10,T.F15,1,1,,,,0.2789,0.4098,0.319,12.391.2981.1,C91,DAVxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,391,2748,A,Parke5,Davies10,Parke5xDavies10,T.F23,1,1,,,,0.2804,0.4515,0.379,12.391.2748.1,C88,PARxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,391,1914,A,Jewell8,Palms5,Jewell8xPalms5,T.F53,1,1,,,,0.3176,0.5245,0.394,12.391.1914.1,C29,JEWxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,391,2368,C,Switzer7,Davies10,Switzer7xDavies10,T.F32,5,1,,,,0.3181,0.4971,0.36,12.391.2368.5,C67,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,391,1459,A,Davies8,Davies6,Davies8xDavies6,T.F14,1,1,,,,0.2245,0.3564,0.37,12.391.1459.1,C70,DAVxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,320,3199,A,Jewell8,Davies1,Jewell8xDavies1,T.F17,1,1,,,,0.2147,0.352,0.39,12.320.3199.1,C71,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,320,2810,C,Palms2,Davies1,Palms2xDavies1,T.F37,3,1,,,,0.2863,0.4789,0.39,12.320.2810.3,C84,PALxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,320,2000,C,Jewell8,Palms4,Jewell8xPalms4,T.F47,7,1,,,,0.251,0.4123,0.391,12.320.2000.7,C59,JEWxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,320,1985,D,Jewell8,Palms1,Jewell8xPalms1,T.F42,5,1,,,,0.1368,0.2446,0.441,12.320.1985.5,C55,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,320,1650,B,Switzer2,Davies6,Switzer2xDavies6,T.F28,2,1,,,,0.2142,0.3941,0.456,12.320.1650.2,C98,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,421,2785,B,Jewell8,Davies1,Jewell8xDavies1,T.F64,5,1,,,,0.2343,0.374,0.374,12.421.2785.5,C65,JEWxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,421,2990,B,Davies6,Davies1,Davies6xDavies1,T.F13,2,1,,,,0.1975,0.3417,0.422,12.421.2990.2,C75,DAVxDAV
S,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,12,421,2974,B,Parke6Bulk,Davies6Bulk,Parke6bulkxDavies6bulk,Model3rep1,2,1,,,,0.2515,0.474,0.469,12.421.2974.2,C5,PARxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,421,1488,D,Jewell3,Palms1,Jewell3xPalms1,T.F40,4,1,,,,0.2417,0.3848,0.372,12.421.1488.4,C60,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,421,2800,B,Parke5,Parke4,Parke5xParke4,T.F6,3,1,,,,0.2564,0.4044,0.366,12.421.2800.3,C83,PARxPAR
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,388,2912,B,Parke5,Davies6,Parke5xDavies6,T.F22,1,1,,,,0.1887,0.3147,0.4,12.388.2912.1,C78,PARxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,388,3000,B,Palms4,Davies1,Palms4xDavies1,T.F36,2,1,,,,0.2892,0.4853,0.404,12.388.3000.2,C81,PALxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,HOT,D1,12,388,2879,B,Parke6Bulk,Parke6Bulk,Parke6bulkxParke6bulk,Model2rep1,3,1,,,,0.3475,0.5618,0.381,12.388.2879.3,C3,PARxPAR
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,388,1498,A,Davies13,Davies1,Davies13xDavies1,T.F66,1,1,,,,0.251,0.399,0.371,12.388.1498.1,C102,DAVxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,D1,12,388,1482,A,Jewell8,Jewell2,Jewell8xJewell2,T.F1,2,1,,,,0.2054,0.3485,0.411,12.388.1482.2,C74,JEWxJEW
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,434,2351,C,Jewell8,Davies13,Jewell8xDavies13,T.F65,5,1,,,,0.2113,0.3392,0.377,13.434.2351.5,C62,JEWxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,AMB,SS,13,434,2385,A,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,1,1,,,,0.1946,0.3181,0.388,13.434.2385.1,C9,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,434,1627,A,Switzer2,Davies1,Switzer2xDavies1,T.F26,1,1,,,,0.2495,0.3936,0.366,13.434.1627.1,C96,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,434,1265,D,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,7,1,,,,0.2103,0.3701,0.432,13.434.1265.7,C93,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,434,2739,C,Parke4,Parke2,Parke4xParke2,T.F5,4,1,,,,0.2843,0.4559,0.376,13.434.2739.4,C76,PARxPAR
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,496,2870,A,Palms2,Davies1,Palms2xDavies1,T.F37,2,1,,,,0.1069,0.2137,0.5,13.496.2870.2,C84,PALxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,496,1458,B,Davies8,Davies6,Davies8xDavies6,T.F14,1,1,,,,0.0922,0.1863,0.505,13.496.1458.1,C70,DAVxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,496,1664,D,Switzer2,Davies6,Switzer2xDavies6,T.F28,2,1,,,,0.0804,0.1755,0.542,13.496.1664.2,C98,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,303,1467,C,Jewell2,Jewell8,Jewell2xJewell8,T.F4,1,1,,,,0.1333,0.2172,0.386,13.303.1467.1,C85,JEWxJEW
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,303,2749,C,Jewell2,Palms1,Jewell2xPalms1,T.F39,3,1,,,,0.1873,0.3206,0.416,13.303.2749.3,C30,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,303,1951,C,Jewell8,Palms5,Jewell8xPalms5,T.F53,4,1,,,,0.1985,0.323,0.385,13.303.1951.4,C29,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,303,1248,D,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,2,1,,,,0.2103,0.3623,0.419,13.303.1248.2,C69,SWIxSWI
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,303,1953,A,Palms5,Palms4,Palms5xPalms4,T.F34,5,1,,,,0.252,0.4289,0.413,13.303.1953.5,C79,PALxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,261,2958,A,Parke5,Davies6,Parke5xDavies6,T.F22,1,1,,,,0.1716,0.3255,0.473,13.261.2958.1,C78,PARxDAV
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,AMB,SS,13,261,2907,C,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,4,1,,,,0.1863,0.3093,0.398,13.261.2907.4,C1,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,261,1476,C,Jewell8,Jewell2,Jewell8xJewell2,T.F1,3,1,,,,0.1123,0.2186,0.487,13.261.1476.3,C74,JEWxJEW
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,261,2936,D,Parke2,Parke5,Parke2xParke5,T.F8,6,1,,,,0.1426,0.2618,0.455,13.261.2936.6,C90,PARxPAR
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,AMB,SS,13,261,2864,B,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,2,1,,,,0.1608,0.2966,0.458,13.261.2864.2,C7,SWIxSWI
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,410,1994,B,Jewell8,Palms4,Jewell8xPalms4,T.F47,4,1,,,,0.1255,0.2299,0.454,13.410.1994.4,C59,JEWxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,410,2847,B,Davies13,Davies1,Davies13xDavies1,T.F66,2,1,,,,0.1417,0.2716,0.478,13.410.2847.2,C102,DAVxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,410,1247,D,Palms4,Davies1,Palms4xDavies1,T.F36,6,1,,,,0.1137,0.2309,0.507,13.410.1247.6,C81,PALxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,410,2390,A,Davies6,Davies1,Davies6xDavies1,T.F13,1,1,,,,0.1456,0.2676,0.456,13.410.2390.1,C75,DAVxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,410,2952,B,Davies1,Davies8,Davies1xDavies8,T.F16,3,1,,,,0.1196,0.2559,0.533,13.410.2952.3,C82,DAVxDAV
S,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,AMB,SS,13,255,2372,B,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,1,1,,,,0.1127,0.201,0.439,13.255.2372.1,C13,PALxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,255,1535,C,Jewell3,Davies1,Jewell3xDavies1,T.F58,2,1,,,,0.1005,0.1868,0.462,13.255.1535.2,C101,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,255,2884,B,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,1,1,,,,0.224,0.3799,0.41,13.255.2884.1,C80,SWIxSWI
S,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,AMB,SS,13,255,2991,A,Parke6Bulk,Parke6Bulk,Parke6bulkxParke6bulk,Model2rep1,1,1,,,,0.2623,0.4157,0.369,13.255.2991.1,C3,PARxPAR
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,255,2844,C,Parke5,Davies10,Parke5xDavies10,T.F23,2,1,,,,0.1657,0.2912,0.431,13.255.2844.2,C88,PARxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,371,1501,C,Palms2,Palms5,Palms2xPalms5,T.F35,3,1,,,,0.126,0.2093,0.398,13.371.1501.3,C86,PALxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,371,1499,D,Switzer7,Davies10,Switzer7xDavies10,T.F32,3,1,,,,0.1338,0.2338,0.428,13.371.1499.3,C67,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,371,1490,A,Jewell8,Jewell3,Jewell8xJewell3,T.F68,1,1,,,,0.126,0.2127,0.408,13.371.1490.1,C100,JEWxJEW
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,371,1485,C,Jewell6,Palms1,Jewell6xPalms1,T.F38,1,1,,,,0.2147,0.3485,0.384,13.371.1485.1,C31,JEWxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,279,2917,C,Jewell8,Davies6,Jewell8xDavies6,T.F18,2,1,,,,0.1275,0.2578,0.506,13.279.2917.2,C87,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,279,2986,D,Parke5,Parke4,Parke5xParke4,T.F6,2,1,,,,0.1147,0.2387,0.52,13.279.2986.2,C83,PARxPAR
C,01.03.21,02.03.21,,A.ten,BulkCross,Juvenile,2021,T0,27.5C,AMB,SS,13,279,1214,D,Parke6Bulk,Davies6Bulk,Parke6bulkxDavies6bulk,Model3rep1,1,1,,,,0.1853,0.352,0.474,13.279.1214.1,C5,PARxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,279,2894,B,Parke4,Davies1,Parke4xDavies1,T.F21,2,1,,,,0.1907,0.352,0.458,13.279.2894.2,C66,PARxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,279,2732,B,Jewell8,Davies1,Jewell8xDavies1,T.F64,1,1,,,,0.1505,0.302,0.502,13.279.2732.1,C65,JEWxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,412,1646,A,Jewell5,Palms4,Jewell5xPalms4,T.F45,1,1,,,,0.1088,0.1701,0.36,13.412.1646.1,C34,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,412,3148,C,Jewell8,Davies1,Jewell8xDavies1,T.F17,2,1,,,,0.1725,0.3078,0.439,13.412.3148.2,C71,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,412,1645,A,Jewell7,Davies1,Jewell7xDavies1,T.F62,2,1,,,,0.2578,0.4426,0.417,13.412.1645.2,C38,JEWxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,412,1205,C,Switzer6,Davies1,Switzer6xDavies1,T.F29,1,1,,,,0.1417,0.2632,0.462,13.412.1205.1,C68,SWIxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,470,1558,B,Jewell5,Palms5,Jewell5xPalms5,T.F51,1,1,,,,0.1755,0.2672,0.343,13.470.1558.1,C64,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,470,1495,C,Jewell3,Palms1,Jewell3xPalms1,T.F40,5,1,,,,0.2475,0.4456,0.444,13.470.1495.5,C60,JEWxPAL
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,470,2973,A,Switzer4,Davies8,Switzer4xDavies8,T.F31,1,1,,,,0.1534,0.2574,0.404,13.470.2973.1,C72,SWIxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,470,1904,A,Jewell8,Palms1,Jewell8xPalms1,T.F42,1,1,,,,0.326,0.5701,0.428,13.470.1904.1,C55,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,AMB,SS,13,470,1293,C,Davies8,Davies10,Davies8xDavies10,T.F15,5,1,,,,0.1221,0.2284,0.466,13.470.1293.5,C91,DAVxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,JEWELL,14,269,1610,A,Jewell2,Palms4,Jewell2xPalms4,T.F44,1,1,,,,0.0887,0.1127,0.213,14.269.1610.1,C56,JEWxPAL
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,JEWELL,14,269,2995,D,Switzer6,Davies1,Switzer6xDavies1,T.F29,4,1,,,,0.2363,0.277,0.147,14.269.2995.4,C68,SWIxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,JEWELL,14,269,2400,B,Palms2,Davies1,Palms2xDavies1,T.F37,2,1,,,,0.0583,0.0593,0,14.269.2400.2,C84,PALxDAV
S,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,JEWELL,14,269,1454,C,Davies8,Davies6,Davies8xDavies6,T.F14,1*,1,,,,0.0696,0.0676,0,14.269.1454.1*,C70,DAVxDAV
C,01.03.21,02.03.21,,A.ten,IndivCross,Juvenile,2021,T0,27.5C,HOT,JEWELL,14,269,3120,D,Jewell8,Davies1,Jewell8xDavies1,T.F17,1,1,,,,0.1064,0.1069,0,14.269.3120.1,C71,JEWxDAV
